customer_id,origination_month,segment,subsegment,income_band,region,acquisition_channel,payroll_flag,digital_flag,autopay_flag,risk_band,product_tier,credit_line,age_band,tenure_months
C007359,2025-06,Mass,Payroll,Medium,North,Digital,0,1,0.0,Medium,Classic,10373.0,18-24,6
C007360,2025-10,Affluent,Premium,Medium,North,Campaign,1,0,1.0,Low,Platinum,75364.0,35-44,2
C007361,2024-02,Affluent,Payroll Premium,High,Central,Branch,0,0,0.0,Low,Platinum,83878.0,25-34,22
C007362,2025-01,Mass,Standard,High,South,Digital,0,1,0.0,High,Classic,14439.0,35-44,11
C007363,2025-09,Mass,Standard,Medium,Central,Digital,0,1,0.0,High,Gold,35675.0,45-54,3
C007364,2025-04,Affluent,Wealth,High,North,Campaign,0,0,1.0,Medium,Platinum,111746.0,18-24,8
C007365,2024-11,Mass,Payroll,Medium,West,Digital,1,0,1.0,Low,Gold,25635.0,25-34,13
C007366,2025-12,Mass,Standard,Medium,West,Campaign,0,0,0.0,Medium,Gold,11547.0,25-34,1
C007367,2024-09,Mass,Young,Low,North,Campaign,0,0,1.0,Low,Classic,11731.0,35-44,15
C007368,2022-05,MASS,Standard,Medium,North,Digital,0,1,0.0,Medium,Gold,33035.0,35-44,43
C007369,2025-12,Mass,Payroll,Medium,Central,Branch,1,1,0.0,Medium,Classic,13137.0,55+,1
C007370,2025-01,Emerging,Growth,High,Central,Campaign,0,0,0.0,Medium,Classic,13437.0,25-34,11
C007371,2025-10,Affluent,Payroll Premium,High,South,Digital,1,1,1.0,Medium,Platinum,53806.0,25-34,2
C007372,2024-12,Mass,Standard,Low,South,Campaign,0,0,0.0,Low,Platinum,41572.0,25-34,12
C007373,2023-02,Mass,Payroll,Low,North,Campaign,1,0,,High,Platinum,148911.0,45-54,34
C007374,2024-09,Mass,Standard,Medium,Central,Branch,0,0,0.0,Low,Platinum,125228.0,35-44,15
C007375,2024-09,Mass,Standard,Low,Central,Digital,0,1,1.0,Medium,Classic,17021.0,55+,15
C007376,2025-11,Mass,Standard,Medium,West,Digital,1,0,0.0,Low,Classic,17474.0,35-44,1
C007377,2025-05,Mass,Payroll,High,Central,Branch,1,1,1.0,Medium,Gold,38797.0,55+,7
C007378,2025-03,Mass,Standard,Medium,West,Branch,0,0,0.0,Medium,Gold,41937.0,35-44,9
C007379,2023-11,Mass,Standard,High,North,Campaign,0,1,1.0,Low,Classic,7806.0,45-54,25
C007380,2023-03,Mass,Standard,Low,North,Campaign,0,0,0.0,Low,Classic,12600.0,35-44,33
C007381,2024-08,Mass,Standard,Medium,Central,Campaign,0,1,0.0,Medium,Classic,13652.0,25-34,16
C007382,2022-01,MASS,Payroll,Medium,West,Campaign,1,1,1.0,Low,Classic,18711.0,18-24,47
C007383,2025-02,Emerging,Growth,Medium,Central,Branch,0,1,0.0,Low,Classic,5000.0,18-24,10
C007384,2023-08,Mass,Standard,Low,West,Branch,0,0,0.0,Medium,Gold,59323.0,25-34,28
C007385,2025-05,Affluent,Premium,High,Central,Digital,1,1,1.0,High,Platinum,109084.0,35-44,7
C007386,2024-10,Mass,Standard,Medium,North,Campaign,0,0,0.0,High,Classic,13866.0,35-44,14
C007387,2025-04,Mass,Standard,Medium,Central,Branch,0,1,0.0,Medium,Classic,12218.0,35-44,8
C007388,2025-05,Emerging,Growth,Medium,South,Campaign,0,0,0.0,Medium,Classic,10807.0,25-34,7
C007389,2022-03,Mass,Standard,Medium,West,Branch,0,0,0.0,Medium,Classic,5912.0,45-54,45
C007390,2022-11,Mass,Standard,Low,Central,Branch,0,0,0.0,Low,Platinum,84772.0,55+,37
C007391,2023-10,Mass,Payroll,Medium,North,Campaign,1,1,0.0,High,Gold,39607.0,45-54,26
C007392,2024-03,Mass,Standard,Medium,South,Digital,1,1,1.0,Medium,Classic,11197.0,55+,21
C007393,2022-12,Affluent,Payroll Premium,High,North,Branch,1,1,0.0,Low,Gold,40002.0,35-44,36
C007394,2023-11,Mass,Standard,High,Central,Campaign,0,1,0.0,High,Gold,37875.0,45-54,25
C007395,2025-07,Mass,Payroll,Medium,North,Campaign,1,0,,Medium,Classic,6388.0,35-44,5
C007396,2025-12,Mass,Standard,Medium,West,Campaign,0,1,1.0,Medium,Gold,23910.0,45-54,1
C007397,2022-11,Mass,Standard,Medium,West,Digital,0,1,0.0,Medium,Gold,36965.0,25-34,37
C007398,2022-06,Emerging,Growth,High,Central,Branch,1,1,0.0,Medium,Classic,5000.0,25-34,42
C007399,2024-06,Affluent,Payroll Premium,Medium,North,Campaign,1,0,1.0,Medium,Platinum,121880.0,25-34,18
C007400,2025-08,Mass,Standard,Medium,Central,Digital,0,0,1.0,Low,Gold,44553.0,18-24,4
C007401,2025-11,Mass,Standard,Low,North,Partner,0,1,0.0,Medium,Classic,10156.0,35-44,1
C007402,2025-11,AFFLUENT,Premium,High,Central,Branch,0,1,0.0,Low,Platinum,75147.0,18-24,1
C007403,2023-06,Mass,Young,Low,North,Partner,0,0,1.0,Medium,Gold,31792.0,25-34,30
C007404,2022-01,Mass,Payroll,Medium,West,Digital,0,1,0.0,High,Classic,11635.0,25-34,47
C007405,2025-09,Mass,Standard,Medium,West,Digital,1,1,0.0,Low,Classic,8639.0,18-24,3
C007406,2022-01,Mass,Payroll,Medium,North,Branch,1,1,0.0,Low,Classic,14093.0,45-54,47
C007407,2024-11,Affluent,Premium,High,South,Partner,0,1,0.0,Medium,Platinum,101497.0,18-24,13
C007408,2022-02,Emerging,Digital NewToBank,High,South,Branch,1,0,1.0,Low,Classic,11532.0,45-54,46
C007409,2025-07,Mass,Standard,Medium,Central,Digital,0,1,0.0,Medium,Classic,16285.0,45-54,5
C007410,2023-08,Mass,Standard,Low,North,Branch,0,0,0.0,Medium,Classic,19239.0,55+,28
C007411,2022-09,Mass,Standard,Low,North,Branch,0,0,1.0,Low,Classic,5756.0,18-24,39
C007412,2025-03,MASS,Young,Low,South,Campaign,0,0,1.0,Low,Classic,16800.0,25-34,9
C007413,2022-01,Mass,Payroll,Low,Central,Campaign,0,0,,Medium,Platinum,64628.0,35-44,47
C007414,2025-05,Affluent,Payroll Premium,High,South,Branch,1,0,1.0,Low,Black,110851.0,18-24,7
C007415,2025-07,Mass,Standard,Medium,West,Digital,0,1,0.0,Low,Gold,23152.0,35-44,5
C007416,2023-07,Mass,Standard,Low,Central,Digital,0,1,0.0,Low,Gold,39928.0,55+,29
C007417,2024-01,Mass,Payroll,Low,West,Digital,1,1,0.0,Medium,Classic,6935.0,55+,23
C007418,2025-05,Mass,Payroll,Low,South,Partner,1,1,1.0,Medium,Gold,29127.0,55+,7
C007419,2025-08,Mass,Young,Medium,Central,Digital,0,1,0.0,Medium,Gold,36800.0,45-54,4
C007420,2024-10,Affluent,Premium,Very High,West,Partner,0,1,0.0,Low,Black,106856.0,45-54,14
C007421,2022-10,Mass,Payroll,High,Central,Branch,1,1,1.0,Medium,Classic,9805.0,55+,38
C007422,2024-12,Affluent,Wealth,High,West,Branch,0,0,1.0,Medium,Black,153433.0,35-44,12
C007423,2023-12,Mass,Standard,Medium,Central,Digital,1,1,0.0,Low,Gold,30726.0,45-54,24
C007424,2025-11,Masivo,Standard,Medium,West,Campaign,1,0,1.0,Medium,Gold,45844.0,35-44,1
C007425,2025-02,Mass,Standard,Medium,North,Digital,0,1,0.0,High,Gold,40079.0,35-44,10
C007426,2024-10,Mass,Payroll,Medium,North,Branch,1,0,,Medium,Gold,37508.0,18-24,14
C007427,2025-08,MASS,Young,Medium,North,Campaign,1,1,0.0,Medium,Classic,10832.0,25-34,4
C007428,2022-08,Mass,Young,Medium,North,Branch,0,1,1.0,Low,Gold,13553.0,25-34,40
C007429,2024-12,Affluent,Wealth,Very High,South,Campaign,0,0,1.0,Low,Platinum,63754.0,45-54,12
C007430,2023-12,Affluent,Premium,Medium,Central,Branch,0,0,1.0,Low,Gold,41902.0,25-34,24
C007431,2023-12,Mass,Payroll,Medium,South,Digital,1,1,0.0,Medium,Classic,13010.0,45-54,24
C007432,2025-11,MASS,Young,Low,South,Campaign,1,0,1.0,Low,Classic,12208.0,35-44,1
C007433,2022-09,Mass,Payroll,Medium,South,Branch,1,1,0.0,Medium,Gold,35516.0,55+,39
C007434,2023-10,Mass,Standard,Low,West,Campaign,0,0,1.0,Medium,Classic,12592.0,35-44,26
C007435,2025-08,Mass,Young,Medium,North,Branch,0,1,0.0,Medium,Gold,18566.0,35-44,4
C007436,2024-08,Emerging,Digital NewToBank,Medium,North,Digital,0,1,0.0,Medium,Gold,29233.0,18-24,16
C007437,2024-06,Mass,Young,Medium,North,Branch,1,0,1.0,Medium,Gold,40243.0,35-44,18
C007438,2025-10,MASS,Young,Medium,North,Branch,0,1,0.0,High,Classic,16120.0,25-34,2
C007439,2022-01,Mass,Standard,Medium,Central,Digital,0,1,0.0,Medium,Classic,12748.0,45-54,47
C007440,2025-04,Mass,Young,Medium,West,Digital,1,1,1.0,Medium,Classic,12588.0,35-44,8
C007441,2022-02,Mass,Payroll,Medium,Central,Digital,1,1,1.0,Medium,Classic,20395.0,45-54,46
C007442,2025-09,Mass,Standard,Medium,Central,Branch,0,1,1.0,Medium,Classic,5829.0,25-34,3
C007443,2025-06,Mass,Payroll,Medium,West,Digital,1,1,0.0,Low,Gold,22833.0,45-54,6
C007444,2023-06,Mass,Standard,Low,West,Branch,0,0,0.0,Low,Classic,21231.0,35-44,30
C007445,2023-04,Mass,Standard,Medium,West,Branch,0,1,0.0,Low,Platinum,74075.0,45-54,32
C007446,2022-04,Affluent,Payroll Premium,Medium,West,Digital,1,1,1.0,Low,Gold,23172.0,25-34,44
C007447,2025-07,Mass,Standard,Low,Central,Partner,1,1,0.0,Low,Classic,8297.0,45-54,5
C007448,2025-09,Mass,Young,Low,Central,Digital,0,1,0.0,Low,Classic,20971.0,55+,3
C007449,2024-02,Mass,Standard,Medium,Central,Branch,0,1,0.0,High,Gold,35387.0,25-34,22
C007450,2025-05,Mass,Standard,Low,North,Partner,1,0,1.0,Medium,Classic,12429.0,18-24,7
C007451,2024-03,Mass,Standard,Medium,North,Branch,0,1,0.0,High,Classic,9434.0,35-44,21
C007452,2022-03,Mass,Payroll,Low,West,Digital,0,1,1.0,Medium,Classic,12024.0,35-44,45
C007453,2022-09,Mass,Standard,High,Central,Branch,0,0,1.0,Medium,Classic,15090.0,25-34,39
C007454,2024-09,Mass,Young,Medium,Central,Campaign,0,0,1.0,High,Classic,20155.0,25-34,15
C007455,2024-07,Affluent,Wealth,Very High,South,Branch,1,1,0.0,Low,Gold,19260.0,25-34,17
C007456,2022-05,Emerging,Digital NewToBank,Medium,Central,Digital,1,0,0.0,Medium,Classic,19177.0,45-54,43
C007457,2022-10,MASS,Standard,Low,Central,Campaign,0,0,1.0,Medium,Classic,15657.0,25-34,38
C007458,2024-08,MASS,Standard,High,West,Campaign,0,1,0.0,High,Classic,12219.0,45-54,16
C007459,2025-09,Mass,Young,Medium,West,Branch,1,0,0.0,Medium,Classic,9057.0,35-44,3
C007460,2022-02,MASS,Standard,Medium,North,Branch,0,1,0.0,Low,Classic,9118.0,55+,46
C007461,2023-04,Mass,Standard,Medium,Central,Branch,0,0,0.0,Medium,Classic,9773.0,35-44,32
C007462,2025-03,Mass,Standard,Medium,South,Campaign,1,1,0.0,Medium,Classic,15101.0,35-44,9
C007463,2025-03,Emerging,Digital NewToBank,Low,Central,Partner,0,0,0.0,Low,Gold,37633.0,18-24,9
C007464,2023-04,Mass,Standard,Low,South,Branch,0,1,0.0,Medium,Gold,49190.0,25-34,32
C007465,2023-05,Mass,Standard,Medium,South,Digital,1,1,1.0,Medium,Gold,32107.0,45-54,31
C007466,2023-03,Mass,Payroll,Low,South,Digital,1,1,1.0,High,Classic,11071.0,55+,33
C007467,2022-11,Affluent,Payroll Premium,High,West,Digital,1,1,1.0,Low,Black,120984.0,55+,37
C007468,2022-09,Mass,Standard,Low,South,Digital,0,1,0.0,Medium,Classic,15302.0,25-34,39
C007469,2025-11,Mass,Standard,Low,Central,Digital,0,1,0.0,Low,Gold,29498.0,35-44,1
C007470,2025-04,Mass,Standard,Medium,West,Branch,1,1,1.0,Medium,Platinum,52478.0,18-24,8
C007471,2023-10,Affluent,Premium,Very High,Central,Branch,1,1,1.0,Low,Black,137070.0,35-44,26
C007472,2025-06,Mass,Standard,Medium,West,Campaign,1,0,0.0,High,Classic,6833.0,18-24,6
C007473,2024-02,Affluent,Premium,Medium,West,Campaign,0,0,1.0,High,Black,219157.0,25-34,22
C007474,2022-12,Mass,Standard,Low,North,Campaign,0,1,0.0,Medium,Gold,32252.0,55+,36
C007475,2023-11,Mass,Standard,High,South,Digital,0,1,0.0,Low,Classic,12453.0,25-34,25
C007476,2022-08,MASS,Standard,Low,Central,Partner,0,0,1.0,Medium,Classic,16643.0,55+,40
C007477,2025-05,Affluent,Payroll Premium,High,West,Branch,1,0,1.0,Medium,Platinum,63243.0,55+,7
C007478,2024-01,MASS,Standard,High,Central,Branch,0,1,0.0,Medium,Classic,17400.0,55+,23
C007479,2025-07,Affluent,Premium,Very High,North,Branch,1,1,1.0,Low,Black,109338.0,25-34,5
C007480,2023-05,Mass,Standard,Medium,Central,Branch,1,1,1.0,Medium,Classic,5000.0,35-44,31
C007481,2025-06,Mass,Standard,Low,Central,Campaign,0,1,1.0,High,Gold,51586.0,25-34,6
C007482,2024-12,Masivo,Payroll,Low,Central,Branch,1,1,1.0,Low,Platinum,32416.0,18-24,12
C007483,2024-12,Mass,Payroll,Low,North,Digital,1,1,1.0,Medium,Platinum,137510.0,35-44,12
C007484,2025-03,Mass,Standard,Medium,Central,Digital,1,1,1.0,High,Classic,12897.0,45-54,9
C007485,2025-02,Mass,Young,Low,Central,Campaign,1,0,0.0,Medium,Gold,46311.0,55+,10
C007486,2022-04,Affluent,Payroll Premium,Medium,West,Digital,1,1,1.0,Low,Platinum,53696.0,35-44,44
C007487,2024-12,Mass,Standard,Low,Central,Digital,0,1,0.0,High,Gold,35749.0,45-54,12
C007488,2023-10,Emerging,Growth,High,Central,Campaign,0,0,0.0,Medium,Classic,14281.0,25-34,26
C007489,2025-12,Mass,Payroll,Medium,Central,Digital,0,1,1.0,Low,Classic,16915.0,25-34,1
C007490,2025-08,Affluent,Payroll Premium,High,South,Digital,0,1,0.0,Low,Platinum,101696.0,45-54,4
C007491,2023-11,Mass,Standard,Low,West,Branch,0,1,1.0,Medium,Classic,11367.0,25-34,25
C007492,2022-01,Mass,Standard,Medium,South,Branch,1,1,1.0,High,Gold,33088.0,35-44,47
C007493,2025-10,Mass,Young,Medium,Central,Branch,0,1,0.0,Medium,Gold,32688.0,45-54,2
C007494,2022-06,Mass,Standard,Medium,South,Branch,0,1,0.0,High,Classic,11470.0,35-44,42
C007495,2023-06,Affluent,Wealth,Very High,Central,Branch,0,0,0.0,Low,Black,146627.0,55+,30
C007496,2023-12,Mass,Standard,Low,North,Branch,0,0,1.0,High,Platinum,107021.0,45-54,24
C007497,2025-11,Mass,Standard,Medium,Central,Partner,0,1,0.0,Medium,Gold,24366.0,45-54,1
C007498,2022-08,Affluent,Premium,Very High,Central,Branch,0,0,1.0,High,Gold,39969.0,25-34,40
C007499,2024-12,Mass,Payroll,Low,Central,Digital,1,1,1.0,Medium,Classic,10881.0,35-44,12
C007500,2023-01,Affluent,Premium,High,South,Digital,1,1,0.0,High,Black,49448.0,55+,35
C007501,2023-02,Mass,Payroll,High,West,Digital,1,1,0.0,Medium,Classic,17828.0,45-54,34
C007502,2022-07,Affluent,Premium,High,Central,Branch,1,0,1.0,Low,Platinum,52279.0,35-44,41
C007503,2024-12,Mass,Standard,Medium,North,Campaign,0,1,0.0,Low,Classic,12896.0,35-44,12
C007504,2025-06,Mass,Standard,Medium,North,Campaign,0,0,0.0,High,Gold,48374.0,35-44,6
C007505,2025-01,Mass,Payroll,Low,North,Partner,1,1,0.0,Medium,Classic,11011.0,18-24,11
C007506,2025-02,Emerging,Digital NewToBank,Medium,West,Branch,0,1,0.0,Medium,Gold,71183.0,35-44,10
C007507,2023-09,Mass,Standard,Low,West,Digital,0,1,0.0,Medium,Classic,11151.0,45-54,27
C007508,2025-02,Mass,Standard,Low,North,Campaign,0,0,,Medium,Platinum,67008.0,35-44,10
C007509,2025-11,Mass,Young,Medium,Central,Branch,0,1,1.0,Medium,Gold,56543.0,45-54,1
C007510,2025-06,Emerging,Growth,Medium,South,Campaign,1,0,1.0,Medium,Classic,8159.0,25-34,6
C007511,2023-12,Affluent,Premium,High,North,Branch,1,0,1.0,Medium,Platinum,101190.0,18-24,24
C007512,2025-04,Emerging,Growth,Medium,Central,Branch,0,0,0.0,Medium,Classic,16079.0,35-44,8
C007513,2023-05,Mass,Young,Medium,West,Partner,0,0,1.0,Medium,Platinum,86589.0,35-44,31
C007514,2022-05,Mass,Young,Low,West,Branch,1,1,1.0,Low,Classic,12858.0,45-54,43
C007515,2024-07,Mass,Standard,Medium,South,Digital,0,1,0.0,Medium,Classic,11190.0,45-54,17
C007516,2024-12,AFFLUENT,Wealth,Medium,North,Digital,0,0,0.0,Low,Platinum,165452.0,18-24,12
C007517,2024-09,Mass,Young,Medium,Central,Branch,0,1,0.0,Medium,Classic,19561.0,35-44,15
C007518,2025-06,MASS,Standard,Low,West,Partner,0,1,0.0,Medium,Classic,16126.0,18-24,6
C007519,2025-03,Affluent,Premium,Very High,North,Branch,0,1,1.0,Low,Platinum,101600.0,45-54,9
C007520,2023-02,Mass,Standard,Medium,Central,Branch,0,1,0.0,High,Classic,9262.0,45-54,34
C007521,2023-03,Mass,Standard,Medium,Central,Digital,0,1,1.0,Medium,Classic,6710.0,35-44,33
C007522,2022-03,Mass,Payroll,Medium,North,Digital,0,1,1.0,Low,Classic,13849.0,25-34,45
C007523,2024-07,Mass,Standard,Low,Central,Branch,0,1,0.0,Medium,Classic,14978.0,35-44,17
C007524,2024-11,Affluent,Wealth,High,North,Digital,0,1,0.0,Medium,Platinum,33316.0,35-44,13
C007525,2023-08,Mass,Standard,Medium,West,Digital,0,1,0.0,High,Classic,6918.0,45-54,28
C007526,2025-12,Mass,Payroll,Medium,North,Branch,1,0,0.0,Medium,Gold,37150.0,45-54,1
C007527,2025-05,Mass,Payroll,Medium,South,Campaign,1,1,1.0,Low,Classic,9418.0,45-54,7
C007528,2023-03,Mass,Payroll,Low,West,Digital,1,1,1.0,Low,Gold,39345.0,25-34,33
C007529,2023-01,Mass,Young,Low,West,Campaign,0,0,0.0,High,Classic,10582.0,35-44,35
C007530,2025-08,Mass,Standard,Medium,South,Campaign,0,0,1.0,Medium,Classic,14279.0,25-34,4
C007531,2022-10,Mass,Payroll,Low,Central,Partner,1,0,0.0,High,Gold,53607.0,25-34,38
C007532,2024-03,Mass,Payroll,High,Central,Branch,1,1,1.0,Low,Gold,19777.0,35-44,21
C007533,2024-06,Mass,Standard,Medium,South,Digital,0,1,0.0,Medium,Classic,12635.0,25-34,18
C007534,2023-11,Mass,Standard,Medium,West,Digital,1,1,1.0,Medium,Classic,21908.0,35-44,25
C007535,2024-08,Affluent,Premium,Medium,North,Branch,0,0,0.0,Low,Gold,30163.0,25-34,16
C007536,2024-03,AFFLUENT,Payroll Premium,High,South,Partner,0,1,0.0,Low,Platinum,70818.0,25-34,21
C007537,2025-01,Affluent,Payroll Premium,Medium,North,Branch,0,1,0.0,Low,Gold,45374.0,25-34,11
C007538,2025-12,Mass,Payroll,Medium,Central,Digital,1,1,1.0,Medium,Platinum,89020.0,35-44,1
C007539,2025-06,Mass,Standard,Low,Central,Branch,0,1,0.0,Low,Classic,17143.0,25-34,6
C007540,2025-08,Mass,Young,Medium,Central,Campaign,0,1,0.0,Medium,Classic,9446.0,35-44,4
C007541,2025-02,Mass,Standard,Low,South,Campaign,0,1,0.0,Low,Gold,42220.0,45-54,10
C007542,2022-01,Mass,Payroll,Medium,Central,Campaign,1,0,0.0,High,Classic,10130.0,35-44,47
C007543,2024-10,Masivo,Payroll,Low,North,Digital,0,1,0.0,Medium,Classic,12676.0,25-34,14
C007544,2025-07,Emerging,Growth,Low,Central,Campaign,0,1,1.0,Low,Classic,11493.0,35-44,5
C007545,2025-10,Mass,Payroll,Low,North,Digital,1,1,1.0,Medium,Gold,50773.0,45-54,2
C007546,2022-05,Mass,Standard,Low,South,Campaign,0,0,0.0,Medium,Classic,12475.0,45-54,43
C007547,2024-02,Affluent,Premium,High,Central,Branch,0,0,0.0,High,Platinum,56810.0,55+,22
C007548,2025-06,Mass,Payroll,Low,West,Digital,1,1,1.0,Medium,Gold,22154.0,18-24,6
C007549,2024-02,Affluent,Premium,High,North,Branch,0,1,0.0,Medium,Black,196287.0,55+,22
C007550,2023-08,Affluent,Premium,Very High,South,Campaign,0,0,1.0,Medium,Gold,24619.0,25-34,28
C007551,2025-08,Emerging,Growth,Medium,Central,Branch,0,1,0.0,Low,Classic,13947.0,45-54,4
C007552,2024-09,MASS,Standard,High,Central,Branch,0,0,1.0,Medium,Classic,7582.0,55+,15
C007553,2025-05,Affluent,Premium,High,Central,Partner,1,0,0.0,Low,Platinum,83590.0,35-44,7
C007554,2022-05,Mass,Payroll,Low,Central,Digital,1,1,1.0,Low,Classic,7977.0,45-54,43
C007555,2022-01,Mass,Standard,Medium,Central,Partner,0,0,0.0,Low,Classic,11759.0,45-54,47
C007556,2024-07,Mass,Payroll,Low,North,Digital,1,1,1.0,High,Classic,6928.0,25-34,17
C007557,2025-08,Mass,Payroll,Medium,West,Digital,1,1,1.0,Medium,Classic,11173.0,18-24,4
C007558,2022-02,MASS,Standard,High,West,Campaign,0,1,0.0,Medium,Gold,40659.0,55+,46
C007559,2025-07,Mass,Young,Medium,North,Branch,1,1,0.0,High,Classic,10015.0,25-34,5
C007560,2023-06,Affluent,Premium,High,South,Branch,0,1,0.0,Medium,Platinum,97716.0,25-34,30
C007561,2022-10,Affluent,Premium,Very High,North,Digital,0,1,1.0,Low,Platinum,57802.0,45-54,38
C007562,2025-07,AFFLUENT,Premium,Very High,West,Digital,1,1,1.0,Low,Platinum,65973.0,55+,5
C007563,2025-10,Masivo,Standard,Medium,South,Campaign,0,1,0.0,Low,Classic,9328.0,45-54,2
C007564,2023-06,Affluent,Payroll Premium,Medium,Central,Branch,1,0,0.0,Low,Black,132349.0,25-34,30
C007565,2023-03,Mass,Standard,High,South,Digital,0,1,0.0,High,Gold,38285.0,35-44,33
C007566,2025-09,Emerging,Digital NewToBank,Medium,Central,Branch,0,1,0.0,Medium,Classic,18436.0,45-54,3
C007567,2025-06,Emerging,Growth,Medium,South,Digital,0,1,0.0,Medium,Classic,10577.0,35-44,6
C007568,2025-02,Mass,Standard,High,Central,Campaign,0,1,0.0,Medium,Platinum,130138.0,45-54,10
C007569,2023-10,Affluent,Payroll Premium,Very High,South,Branch,1,1,,Medium,Platinum,116754.0,55+,26
C007570,2023-12,Mass,Young,Low,North,Digital,0,1,0.0,Low,Classic,9497.0,18-24,24
C007571,2022-12,Mass,Young,Low,Central,Digital,0,1,0.0,High,Gold,33684.0,18-24,36
C007572,2024-07,Mass,Standard,Medium,Central,Campaign,0,0,1.0,Medium,Classic,20803.0,25-34,17
C007573,2023-10,Mass,Standard,Low,Central,Digital,0,1,1.0,Medium,Gold,40884.0,25-34,26
C007574,2025-08,Affluent,Premium,High,North,Branch,0,0,0.0,High,Platinum,69774.0,35-44,4
C007575,2022-02,Mass,Payroll,High,North,Partner,1,1,1.0,Low,Classic,15930.0,45-54,46
C007576,2025-03,Mass,Standard,Medium,North,Campaign,0,0,0.0,High,Classic,11586.0,25-34,9
C007577,2022-01,Mass,Payroll,Medium,Central,Digital,1,1,1.0,Medium,Gold,37579.0,25-34,47
C007578,2022-12,Affluent,Payroll Premium,Very High,Central,Campaign,1,1,,Medium,Gold,51308.0,25-34,36
C007579,2023-11,Emerging,Growth,Medium,Central,Branch,1,0,0.0,Low,Gold,39328.0,25-34,25
C007580,2023-02,Affluent,Premium,Very High,Central,Branch,0,1,1.0,Low,Gold,36428.0,35-44,34
C007581,2024-03,Affluent,Payroll Premium,High,Central,Campaign,0,1,1.0,Low,Platinum,86403.0,25-34,21
C007582,2022-04,Mass,Standard,Medium,West,Branch,0,1,1.0,Low,Gold,41649.0,35-44,44
C007583,2023-06,Mass,Standard,Medium,South,Branch,0,0,0.0,Low,Gold,20047.0,25-34,30
C007584,2025-07,Mass,Standard,High,South,Digital,0,1,1.0,Medium,Classic,7888.0,18-24,5
C007585,2023-06,MASS,Standard,Medium,Central,Branch,0,0,,Medium,Classic,16938.0,45-54,30
C007586,2022-10,AFFLUENT,Premium,Very High,South,Branch,0,0,1.0,Low,Platinum,160346.0,25-34,38
C007587,2024-12,Mass,Standard,Low,North,Branch,0,1,0.0,Low,Platinum,101062.0,25-34,12
C007588,2024-10,Affluent,Premium,Medium,Central,Digital,0,1,0.0,Medium,Platinum,126964.0,35-44,14
C007589,2025-11,Mass,Payroll,Low,North,Digital,1,1,0.0,Medium,Gold,27864.0,35-44,1
C007590,2023-05,Mass,Standard,Low,North,Branch,0,1,0.0,High,Gold,39838.0,45-54,31
C007591,2024-09,Mass,Standard,Low,North,Digital,1,1,1.0,High,Classic,5000.0,45-54,15
C007592,2023-09,Affluent,Payroll Premium,Medium,Central,Branch,1,1,0.0,Medium,Platinum,87679.0,55+,27
C007593,2022-02,Affluent,Wealth,Very High,South,Branch,0,0,1.0,Low,Black,228784.0,35-44,46
C007594,2022-08,Emerging,Growth,Medium,Central,Branch,0,1,,High,Classic,8911.0,55+,40
C007595,2025-08,Mass,Young,Medium,North,Branch,0,0,1.0,High,Classic,10740.0,35-44,4
C007596,2025-04,Emerging,Growth,Medium,South,Branch,0,1,0.0,Low,Classic,16790.0,35-44,8
C007597,2025-03,Mass,Standard,Low,North,Campaign,0,1,0.0,High,Classic,7433.0,18-24,9
C007598,2024-01,Mass,Young,Low,South,Partner,0,0,1.0,Medium,Classic,14492.0,25-34,23
C007599,2023-02,Emerging,Growth,Low,North,Campaign,0,0,1.0,Low,Classic,5000.0,45-54,34
C007600,2025-07,Mass,Young,Low,Central,Branch,0,0,0.0,Medium,Classic,17301.0,45-54,5
C007601,2025-12,Affluent,Payroll Premium,Very High,South,Digital,0,0,1.0,Low,Platinum,83533.0,35-44,1
C007602,2024-12,MASS,Standard,Medium,West,Campaign,1,0,,Low,Classic,12240.0,35-44,12
C007603,2025-10,Mass,Standard,Medium,South,Branch,0,1,0.0,Medium,Classic,14444.0,55+,2
C007604,2023-09,Emerging,Growth,High,Central,Branch,0,1,0.0,Medium,Classic,5000.0,55+,27
C007605,2023-07,Mass,Standard,Low,South,Digital,0,1,1.0,Medium,Gold,19025.0,25-34,29
C007606,2024-12,Affluent,Payroll Premium,Very High,Central,Branch,1,1,0.0,Low,Gold,35231.0,45-54,12
C007607,2024-07,Mass,Standard,Medium,West,Digital,0,1,0.0,Medium,Gold,22959.0,45-54,17
C007608,2025-07,Mass,Standard,High,South,Branch,0,0,1.0,Low,Gold,18604.0,25-34,5
C007609,2024-10,Mass,Payroll,Low,West,Digital,1,1,0.0,Medium,Platinum,108390.0,35-44,14
C007610,2024-05,Mass,Standard,Low,North,Campaign,0,0,0.0,Medium,Platinum,69488.0,45-54,19
C007611,2025-11,MASS,Standard,Low,Central,Digital,0,1,0.0,Medium,Classic,11680.0,55+,1
C007612,2024-03,MASS,Standard,Low,North,Branch,0,1,0.0,High,Gold,27035.0,55+,21
C007613,2022-09,Emerging,Digital NewToBank,Medium,South,Campaign,1,0,1.0,Medium,Classic,10089.0,18-24,39
C007614,2025-08,Mass,Standard,Low,South,Digital,0,1,0.0,Medium,Platinum,97724.0,18-24,4
C007615,2022-10,Mass,Standard,Medium,North,Digital,0,1,0.0,Low,Gold,23565.0,25-34,38
